seq,time,sell_pair,sell_pair_volume,buy_pair,buy_pair_volume
1965,00:23:05:000,[550],[3000],[600],[2000]
1966,00:23:05:500,[539],[5000],[609],[5000]
1967,00:23:06:000,[529],[5000],[590],[9000]
1968,00:23:06:500,[540],[2000],[600],[7000]
1969,00:23:07:000,[540],[1000],[600],[5000]
1970,00:23:07:500,[540],[4000],[600],[8000]
1971,00:23:08:000,[540],[4000],[589],[1000]
1972,00:23:08:500,[540],[4000],[589],[4000]
1973,00:23:09:000,[540],[1000],[589],[1000]
1974,00:23:09:500,[540],[1000],[589],[1000]
1975,00:23:10:500,[540],[1000],[600],[8000]
1976,00:23:12:000,[550],[1000],[600],[4000]
1977,00:23:12:500,[539],[3000],[600],[4000]
1978,00:23:13:000,[539],[3000],[600],[2000]
1979,00:23:13:500,[539],[3000],[609],[5000]
1980,00:23:14:000,[550],[3000],[609],[2000]
1981,00:23:14:500,[550],[3000],[600],[2000]
1982,00:23:15:000,[539],[3000],[590],[2000]
1983,00:23:15:500,[539],[3000],[600],[5000]
1984,00:23:16:000,[539],[3000],[600],[5000]
1985,00:23:16:500,[539],[3000],[600],[5000]
1986,00:23:17:000,[529],[7000],[590],[6000]
1987,00:23:17:500,[550],[1000],[600],[2000]
1988,00:23:18:000,[550],[1000],[600],[2000]
1989,00:23:18:500,[550],[1000],[600],[5000]
1990,00:23:19:000,[550],[1000],[600],[5000]
1991,00:23:19:500,[550],[1000],[600],[6000]
1992,00:23:22:000,[550],[1000],[609],[3000]
1993,00:23:22:500,[550],[1000],[600],[3000]
1994,00:23:24:500,[540],[2000],[579],[1000]
1995,00:23:25:000,[540],[2000],[579],[1000]
1996,00:23:25:500,[540],[2000],[600],[6000]
1997,00:23:26:500,[540],[2000],[600],[5000]
1998,00:23:27:500,[550],[1000],[600],[5000]
1999,00:23:29:000,[550],[1000],[600],[5000]
2000,00:23:29:500,[550],[1000],[600],[5000]
2001,00:23:30:000,[550],[1000],[600],[5000]
2002,00:23:30:500,[550],[1000],[600],[5000]
2003,00:23:31:000,[540],[5000],[589],[6000]
2004,00:23:31:500,[550],[1000],[589],[7000]
2005,00:23:32:000,[540],[2000],[589],[6000]
2006,00:23:32:500,[550],[1000],[589],[7000]
2007,00:23:35:000,[540],[2000],[589],[2000]
2008,00:23:36:000,[550],[1000],[589],[3000]
2009,00:23:38:000,[539],[1000],[600],[3000]
2010,00:23:38:500,[539],[1000],[600],[3000]
2011,00:23:39:500,[539],[1000],[600],[2000]
2012,00:23:40:000,[539],[1000],[600],[4000]
2013,00:23:40:500,[539],[1000],[600],[2000]
2014,00:23:41:000,[539],[1000],[600],[4000]
2015,00:23:42:500,[539],[4000],[590],[2000]
2016,00:23:43:000,[529],[6000],[590],[4000]
2017,00:23:43:500,[529],[6000],[579],[1000]
2018,00:23:44:000,[529],[4000],[579],[2000]
2019,00:23:44:500,[530],[2000],[589],[2000]
2020,00:23:45:000,[550],[1000],[579],[1000]
2021,00:23:45:500,[550],[1000],[579],[1000]
2022,00:23:46:000,[550],[1000],[590],[4000]
2023,00:23:46:500,[550],[1000],[590],[3000]
2024,00:23:47:000,[550],[1000],[590],[3000]
2025,00:23:47:500,[550],[1000],[579],[3000]
2026,00:23:49:500,[539],[1000],[580],[3000]
2027,00:23:50:000,[539],[1000],[590],[3000]
2028,00:23:50:500,[550],[1000],[590],[5000]
2029,00:23:51:000,[539],[1000],[590],[6000]
2030,00:23:51:500,[539],[1000],[590],[3000]
2031,00:23:52:000,[539],[1000],[590],[3000]
2032,00:23:52:500,[550],[1000],[590],[3000]
2033,00:23:53:500,[550],[1000],[590],[3000]
2034,00:23:55:000,[550],[1000],[590],[2000]
2035,00:23:55:500,[550],[1000],[590],[2000]
2036,00:23:56:000,[550],[1000],[590],[2000]
2037,00:23:58:000,[550],[1000],[590],[3000]
2038,00:24:00:500,[550],[1000],[600],[7000]
2039,00:24:01:000,[550],[1000],[589],[3000]
2040,00:24:01:500,[540],[3000],[600],[7000]
2041,00:24:02:000,[540],[3000],[600],[7000]
2042,00:24:02:500,[550],[1000],[600],[7000]
2043,00:24:03:000,[550],[1000],[600],[4000]
2044,00:24:03:500,[529],[7000],[600],[4000]
2045,00:24:04:000,[540],[1000],[600],[4000]
2046,00:24:05:500,[540],[4000],[600],[7000]
2047,00:24:10:500,[540],[1000],[600],[3000]
2048,00:24:11:000,[540],[4000],[600],[5000]
2049,00:24:11:500,[540],[4000],[600],[8000]
2050,00:24:12:000,[540],[4000],[600],[8000]
2051,00:24:13:000,[550],[1000],[600],[3000]
2052,00:24:13:500,[550],[1000],[600],[3000]
2053,00:24:16:000,[540],[4000],[600],[6000]
2054,00:24:16:500,[540],[4000],[600],[6000]
2055,00:24:17:000,[540],[4000],[589],[2000]
2056,00:24:23:500,[540],[4000],[600],[6000]
2057,00:24:24:500,[540],[4000],[600],[6000]
2058,00:24:27:000,[540],[4000],[600],[6000]
2059,00:24:31:500,[540],[4000],[589],[2000]
2060,00:24:33:000,[550],[1000],[600],[3000]
2061,00:24:33:500,[550],[1000],[609],[9000]
2062,00:24:34:000,[550],[1000],[609],[10000]
2063,00:24:34:500,[550],[1000],[609],[10000]
2064,00:24:37:000,[559],[2000],[610],[11000]
2065,00:24:37:500,[559],[3000],[600],[12000]
2066,00:24:38:000,[550],[4000],[600],[12000]
2067,00:24:38:500,[550],[4000],[600],[9000]
2068,00:24:39:000,[550],[4000],[600],[12000]
2069,00:24:39:500,[540],[4000],[589],[1000]
2070,00:24:40:000,[550],[3000],[589],[6000]
2071,00:24:40:500,[540],[4000],[589],[3000]
2072,00:24:41:000,[540],[4000],[600],[3000]
2073,00:24:43:000,[540],[4000],[610],[12000]
2074,00:24:44:500,[540],[4000],[600],[4000]
2075,00:24:45:000,[540],[4000],[600],[2000]
2076,00:24:46:000,[539],[3000],[589],[5000]
2077,00:24:46:500,[539],[3000],[600],[5000]
2078,00:24:47:000,[540],[4000],[600],[2000]
2079,00:24:47:500,[540],[4000],[600],[12000]
2080,00:24:48:000,[540],[4000],[600],[12000]
2081,00:24:49:000,[550],[1000],[600],[9000]
2082,00:24:49:500,[550],[1000],[600],[9000]
2083,00:24:50:000,[550],[4000],[600],[9000]
2084,00:24:50:500,[550],[1000],[600],[8000]
2085,00:24:53:000,[540],[4000],[600],[11000]
2086,00:24:54:500,[550],[4000],[600],[11000]
2087,00:24:55:000,[550],[4000],[600],[8000]
2088,00:24:56:000,[540],[4000],[600],[11000]
2089,00:24:56:500,[540],[4000],[589],[1000]
2090,00:24:57:000,[550],[1000],[600],[12000]
2091,00:24:58:000,[540],[4000],[600],[12000]
2092,00:24:58:500,[550],[4000],[600],[12000]
2093,00:25:01:000,[529],[4000],[589],[6000]
2094,00:25:01:500,[529],[4000],[589],[6000]
2095,00:25:02:000,[540],[1000],[589],[1000]
2096,00:25:02:500,[540],[4000],[589],[3000]
2097,00:25:03:500,[540],[4000],[589],[1000]
2098,00:25:04:000,[540],[4000],[589],[1000]
2099,00:25:05:000,[540],[4000],[610],[12000]
2100,00:25:05:500,[529],[1000],[589],[8000]
2101,00:25:06:000,[529],[5000],[590],[2000]
2102,00:25:06:500,[529],[10000],[600],[10000]
2103,00:25:07:000,[540],[3000],[589],[3000]
2104,00:25:07:500,[540],[6000],[600],[3000]
2105,00:25:08:000,[540],[6000],[600],[3000]
2106,00:25:09:000,[540],[6000],[589],[1000]
2107,00:25:09:500,[540],[6000],[589],[1000]
2108,00:25:11:000,[540],[6000],[610],[12000]
2109,00:25:11:500,[540],[5000],[600],[12000]
2110,00:25:12:000,[540],[4000],[600],[12000]
2111,00:25:13:000,[550],[1000],[600],[9000]
2112,00:25:13:500,[550],[1000],[600],[9000]
2113,00:25:15:000,[550],[1000],[600],[9000]
2114,00:25:15:500,[550],[1000],[600],[9000]
2115,00:25:16:000,[550],[1000],[600],[9000]
2116,00:25:16:500,[550],[1000],[600],[9000]
2117,00:25:17:000,[550],[1000],[600],[9000]
2118,00:25:17:500,[550],[4000],[600],[12000]
2119,00:25:20:000,[540],[4000],[600],[12000]
2120,00:25:20:500,[540],[4000],[589],[1000]
2121,00:25:21:500,[540],[1000],[600],[12000]
2122,00:25:22:000,[550],[1000],[600],[12000]
2123,00:25:22:500,[540],[1000],[600],[9000]
2124,00:25:23:000,[550],[1000],[600],[9000]
2125,00:25:23:500,[550],[4000],[600],[12000]
2126,00:25:24:000,[540],[4000],[600],[12000]
2127,00:25:26:500,[540],[4000],[589],[4000]
2128,00:25:27:000,[540],[4000],[589],[2000]
2129,00:25:27:500,[540],[4000],[589],[2000]
2130,00:25:29:500,[540],[4000],[589],[2000]
2131,00:25:30:500,[529],[4000],[589],[8000]
2132,00:25:31:500,[529],[4000],[600],[8000]
2133,00:25:32:000,[539],[1000],[600],[7000]
2134,00:25:32:500,[539],[4000],[600],[7000]
2135,00:25:35:500,[539],[4000],[600],[9000]
2136,00:25:36:000,[539],[4000],[590],[10000]
2137,00:25:36:500,[529],[4000],[600],[10000]
2138,00:25:37:000,[539],[4000],[600],[2000]
2139,00:25:37:500,[539],[4000],[600],[7000]
2140,00:25:38:000,[539],[4000],[590],[1000]
2141,00:25:41:500,[529],[7000],[600],[6000]
2142,00:25:42:000,[529],[6000],[600],[6000]
2143,00:25:43:000,[529],[4000],[600],[1000]
2144,00:25:43:500,[539],[5000],[590],[1000]
2145,00:25:44:000,[529],[5000],[600],[3000]
2146,00:25:46:000,[529],[4000],[600],[6000]
2147,00:25:47:000,[539],[4000],[600],[1000]
2148,00:25:47:500,[539],[4000],[600],[6000]
2149,00:25:48:000,[539],[4000],[600],[6000]
2150,00:25:48:500,[529],[4000],[600],[6000]
2151,00:25:49:000,[539],[1000],[590],[5000]
2152,00:25:49:500,[539],[4000],[600],[2000]
2153,00:25:50:000,[539],[1000],[590],[2000]
2154,00:25:51:000,[539],[4000],[600],[35000]
2155,00:25:52:000,[539],[4000],[600],[35000]
2156,00:25:52:500,[539],[4000],[590],[4000]
2157,00:25:53:000,[550],[4000],[600],[35000]
2158,00:25:53:500,[550],[4000],[600],[33000]
2159,00:25:55:500,[539],[5000],[600],[30000]
2160,00:26:01:500,[550],[2000],[600],[20000]
2161,00:26:02:000,[550],[2000],[600],[8000]
2162,00:26:02:500,[550],[5000],[600],[8000]
2163,00:26:03:000,[550],[2000],[600],[4000]
2164,00:26:03:500,[559],[2000],[610],[8000]
2165,00:26:04:000,[559],[1000],[610],[8000]
2166,00:26:07:000,[570],[3000],[629],[46000]
2167,00:26:07:500,[570],[3000],[619],[46000]
2168,00:26:08:000,[570],[3000],[600],[46000]
2169,00:26:08:500,[550],[3000],[590],[1000]
2170,00:26:09:000,[550],[3000],[590],[2000]
2171,00:26:09:500,[540],[6000],[600],[2000]
2172,00:26:10:000,[540],[6000],[600],[2000]
2173,00:26:10:500,[540],[7000],[600],[2000]
2174,00:26:12:000,[550],[1000],[600],[5000]
2175,00:26:12:500,[550],[2000],[600],[2000]
2176,00:26:13:000,[540],[5000],[600],[2000]
2177,00:26:13:500,[540],[7000],[600],[2000]
2178,00:26:14:500,[540],[5000],[600],[2000]
2179,00:26:15:000,[540],[5000],[600],[1000]
2180,00:26:15:500,[540],[5000],[590],[1000]
2181,00:26:18:000,[540],[5000],[590],[1000]
2182,00:26:19:000,[550],[5000],[600],[39000]
2183,00:26:19:500,[550],[5000],[600],[39000]
2184,00:26:20:000,[550],[5000],[600],[40000]
2185,00:26:21:500,[550],[5000],[600],[40000]
2186,00:26:22:000,[540],[5000],[600],[40000]
2187,00:26:22:500,[540],[5000],[600],[40000]
2188,00:26:23:000,[540],[5000],[600],[40000]
2189,00:26:23:500,[550],[5000],[600],[36000]
2190,00:26:24:000,[550],[5000],[600],[35000]
2191,00:26:24:500,[550],[5000],[600],[35000]
2192,00:26:25:000,[550],[5000],[600],[35000]
2193,00:26:26:000,[540],[4000],[600],[35000]
2194,00:26:27:000,[540],[4000],[600],[35000]
2195,00:26:27:500,[540],[1000],[600],[35000]
2196,00:26:28:000,[540],[1000],[600],[35000]
2197,00:26:28:500,[540],[5000],[600],[35000]
2198,00:26:29:000,[540],[5000],[600],[35000]
2199,00:26:33:000,[540],[5000],[600],[29000]
2200,00:26:34:000,[550],[5000],[600],[29000]
2201,00:26:36:000,[550],[5000],[600],[23000]
2202,00:26:38:000,[550],[5000],[600],[21000]
2203,00:26:38:500,[550],[5000],[600],[21000]
2204,00:26:39:000,[550],[2000],[600],[18000]
2205,00:26:40:500,[559],[1000],[610],[41000]
2206,00:26:41:000,[559],[4000],[610],[41000]
2207,00:26:43:000,[559],[1000],[610],[41000]
2208,00:26:44:000,[579],[1000],[630],[5000]
2209,00:26:44:500,[570],[3000],[629],[1000]
2210,00:26:45:000,[570],[1000],[610],[6000]
2211,00:26:45:500,[570],[1000],[610],[2000]
2212,00:26:46:000,[559],[3000],[610],[1000]
2213,00:26:46:500,[570],[1000],[610],[1000]
2214,00:26:47:000,[570],[1000],[610],[1000]
2215,00:26:48:000,[559],[1000],[609],[6000]
2216,00:26:48:500,[559],[4000],[600],[2000]
2217,00:26:49:000,[570],[1000],[600],[3000]
2218,00:26:49:500,[559],[4000],[600],[2000]
2219,00:26:50:000,[560],[1000],[600],[4000]
2220,00:26:50:500,[560],[1000],[589],[3000]
2221,00:26:51:000,[560],[1000],[589],[2000]
2222,00:26:51:500,[560],[1000],[589],[2000]
2223,00:26:52:000,[560],[1000],[589],[2000]
2224,00:26:52:500,[560],[1000],[600],[5000]
2225,00:26:53:000,[550],[1000],[600],[5000]
2226,00:26:53:500,[550],[1000],[600],[5000]
2227,00:26:54:000,[550],[1000],[600],[5000]
2228,00:26:54:500,[550],[1000],[600],[5000]
2229,00:26:55:000,[550],[1000],[589],[1000]
2230,00:26:55:500,[550],[1000],[600],[1000]
2231,00:26:56:000,[550],[1000],[600],[1000]
2232,00:26:56:500,[550],[1000],[589],[1000]
2233,00:26:57:000,[550],[1000],[589],[1000]
2234,00:26:57:500,[550],[1000],[600],[5000]
2235,00:26:58:000,[550],[1000],[589],[4000]
2236,00:26:58:500,[539],[2000],[589],[5000]
2237,00:26:59:000,[550],[1000],[589],[5000]
2238,00:26:59:500,[560],[1000],[589],[5000]
2239,00:27:00:500,[550],[3000],[600],[2000]
2240,00:27:01:000,[560],[1000],[610],[2000]
2241,00:27:01:500,[560],[1000],[600],[1000]
2242,00:27:02:000,[570],[1000],[610],[5000]
2243,00:27:02:500,[570],[1000],[610],[2000]
2244,00:27:03:000,[560],[1000],[610],[6000]
2245,00:27:03:500,[570],[1000],[610],[3000]
2246,00:27:05:000,[560],[1000],[610],[3000]
2247,00:27:05:500,[560],[1000],[610],[1000]
2248,00:27:06:000,[559],[4000],[610],[1000]
2249,00:27:07:000,[560],[1000],[610],[2000]
2250,00:27:07:500,[560],[1000],[600],[2000]
2251,00:27:08:000,[559],[1000],[610],[3000]
2252,00:27:08:500,[539],[9000],[600],[9000]
2253,00:27:09:000,[560],[1000],[600],[9000]
2254,00:27:09:500,[560],[1000],[600],[9000]
2255,00:27:10:000,[559],[1000],[590],[1000]
2256,00:27:10:500,[559],[1000],[590],[1000]
2257,00:27:11:500,[559],[1000],[600],[1000]
2258,00:27:12:000,[559],[1000],[600],[1000]
2259,00:27:13:000,[550],[4000],[609],[5000]
2260,00:27:14:500,[559],[1000],[609],[7000]
2261,00:27:16:000,[550],[1000],[589],[2000]
2262,00:27:16:500,[550],[1000],[600],[4000]
2263,00:27:17:000,[550],[1000],[610],[2000]
2264,00:27:17:500,[559],[1000],[610],[2000]
2265,00:27:21:000,[550],[4000],[620],[6000]
2266,00:27:21:500,[550],[4000],[609],[6000]
2267,00:27:22:000,[559],[1000],[609],[6000]
2268,00:27:22:500,[559],[1000],[600],[2000]
2269,00:27:23:000,[559],[1000],[600],[2000]
2270,00:27:23:500,[559],[1000],[600],[2000]
2271,00:27:26:000,[550],[1000],[600],[3000]
2272,00:27:27:000,[550],[1000],[600],[4000]
2273,00:27:27:500,[550],[1000],[600],[4000]
2274,00:27:31:500,[550],[2000],[600],[4000]
2275,00:27:32:000,[570],[1000],[620],[7000]
2276,00:27:32:500,[559],[1000],[600],[6000]
2277,00:27:33:000,[550],[6000],[600],[6000]
2278,00:27:37:500,[550],[3000],[620],[1000]
2279,00:27:38:000,[559],[4000],[620],[1000]
2280,00:27:38:500,[559],[4000],[620],[1000]
2281,00:27:39:000,[559],[4000],[620],[1000]
2282,00:27:40:000,[559],[4000],[620],[1000]
2283,00:27:40:500,[559],[4000],[620],[1000]
2284,00:27:41:500,[570],[1000],[620],[5000]
2285,00:27:42:000,[570],[1000],[609],[1000]
2286,00:27:42:500,[560],[4000],[620],[3000]
2287,00:27:43:000,[560],[4000],[620],[3000]
2288,00:27:44:000,[560],[4000],[620],[3000]
2289,00:27:44:500,[560],[4000],[620],[3000]
2290,00:27:45:000,[570],[1000],[609],[1000]
2291,00:27:45:500,[559],[1000],[609],[5000]
2292,00:27:46:000,[559],[1000],[609],[5000]
2293,00:27:46:500,[559],[1000],[600],[1000]
2294,00:27:47:000,[550],[4000],[609],[5000]
2295,00:27:47:500,[550],[4000],[609],[3000]
2296,00:27:48:500,[560],[4000],[609],[3000]
2297,00:27:49:000,[560],[4000],[609],[3000]
2298,00:27:49:500,[550],[4000],[609],[3000]
2299,00:27:50:500,[550],[4000],[609],[3000]
2300,00:27:51:000,[550],[1000],[600],[3000]
2301,00:27:51:500,[550],[1000],[600],[3000]
2302,00:27:52:000,[550],[1000],[600],[3000]
2303,00:27:53:500,[560],[1000],[600],[3000]
2304,00:27:57:000,[550],[6000],[600],[2000]
2305,00:27:57:500,[550],[8000],[610],[4000]
2306,00:27:58:000,[550],[4000],[610],[4000]
2307,00:27:58:500,[550],[4000],[610],[4000]
2308,00:27:59:000,[550],[4000],[610],[4000]
2309,00:27:59:500,[550],[4000],[610],[4000]
2310,00:28:00:000,[560],[1000],[610],[4000]
2311,00:28:00:500,[560],[1000],[600],[2000]
2312,00:28:01:500,[550],[1000],[600],[3000]
2313,00:28:02:000,[540],[3000],[610],[4000]
2314,00:28:02:500,[550],[4000],[589],[3000]
2315,00:28:03:000,[560],[1000],[589],[3000]
2316,00:28:04:000,[550],[1000],[600],[3000]
2317,00:28:04:500,[540],[2000],[579],[5000]
2318,00:28:05:000,[550],[1000],[579],[5000]
2319,00:28:07:000,[550],[1000],[579],[4000]
2320,00:28:07:500,[550],[1000],[579],[1000]
2321,00:28:08:500,[550],[1000],[589],[1000]
2322,00:28:09:000,[550],[3000],[589],[2000]
2323,00:28:09:500,[550],[2000],[589],[4000]
2324,00:28:10:000,[559],[2000],[589],[1000]
2325,00:28:10:500,[550],[1000],[589],[1000]
2326,00:28:11:500,[550],[1000],[589],[1000]
2327,00:28:12:000,[550],[1000],[600],[4000]
2328,00:28:13:000,[550],[4000],[600],[4000]
2329,00:28:13:500,[540],[4000],[600],[4000]
2330,00:28:15:000,[540],[1000],[579],[3000]
2331,00:28:15:500,[550],[1000],[589],[3000]
2332,00:28:16:000,[550],[2000],[589],[3000]
2333,00:28:17:500,[550],[2000],[589],[3000]
2334,00:28:18:500,[559],[2000],[600],[2000]
2335,00:28:19:000,[550],[2000],[610],[5000]
2336,00:28:19:500,[550],[1000],[600],[5000]
2337,00:28:20:000,[550],[1000],[600],[6000]
2338,00:28:22:000,[550],[1000],[600],[4000]
2339,00:28:22:500,[550],[4000],[600],[4000]
2340,00:28:24:000,[550],[2000],[590],[2000]
2341,00:28:24:500,[550],[2000],[590],[2000]
2342,00:28:25:000,[550],[2000],[590],[2000]
2343,00:28:26:000,[539],[3000],[590],[2000]
2344,00:28:26:500,[539],[4000],[590],[2000]
2345,00:28:27:500,[539],[4000],[590],[2000]
2346,00:28:28:500,[550],[4000],[610],[4000]
2347,00:28:29:000,[550],[3000],[600],[4000]
2348,00:28:29:500,[550],[3000],[600],[4000]
2349,00:28:30:500,[550],[1000],[600],[7000]
2350,00:28:31:000,[550],[1000],[589],[7000]
2351,00:28:31:500,[539],[4000],[589],[8000]
2352,00:28:33:000,[550],[1000],[589],[8000]
2353,00:28:34:000,[550],[1000],[589],[8000]
2354,00:28:35:000,[550],[1000],[579],[2000]
2355,00:28:35:500,[550],[1000],[589],[6000]
2356,00:28:38:000,[550],[4000],[589],[4000]
2357,00:28:38:500,[550],[4000],[589],[2000]
2358,00:28:39:000,[539],[4000],[589],[2000]
2359,00:28:39:500,[550],[3000],[600],[5000]
2360,00:28:40:000,[550],[1000],[600],[4000]
2361,00:28:40:500,[540],[3000],[600],[4000]
2362,00:28:41:000,[550],[2000],[600],[3000]
2363,00:28:41:500,[550],[4000],[589],[3000]
2364,00:28:42:000,[550],[4000],[600],[3000]
2365,00:28:42:500,[550],[2000],[600],[3000]
2366,00:28:44:000,[550],[2000],[589],[1000]
2367,00:28:45:000,[560],[1000],[589],[1000]
2368,00:28:45:500,[560],[1000],[589],[1000]
2369,00:28:46:000,[550],[1000],[589],[1000]
2370,00:28:46:500,[560],[1000],[589],[1000]
2371,00:28:47:000,[560],[1000],[589],[1000]
2372,00:28:47:500,[560],[1000],[589],[1000]
2373,00:28:48:000,[560],[1000],[589],[1000]
2374,00:28:51:500,[550],[1000],[590],[2000]
2375,00:28:52:500,[550],[2000],[589],[1000]
2376,00:28:53:000,[550],[2000],[589],[1000]
2377,00:28:53:500,[550],[2000],[589],[1000]
2378,00:28:54:500,[560],[1000],[589],[1000]
2379,00:28:55:000,[560],[1000],[589],[1000]
2380,00:28:56:000,[560],[1000],[589],[1000]
2381,00:28:56:500,[560],[1000],[589],[1000]
2382,00:28:58:000,[560],[1000],[589],[1000]
2383,00:28:59:000,[550],[2000],[600],[1000]
2384,00:29:00:000,[550],[4000],[589],[1000]
2385,00:29:00:500,[550],[2000],[589],[1000]
2386,00:29:01:000,[550],[4000],[589],[1000]
2387,00:29:02:000,[550],[2000],[589],[1000]
2388,00:29:02:500,[550],[1000],[600],[3000]
2389,00:29:03:000,[560],[1000],[600],[3000]
2390,00:29:03:500,[560],[1000],[600],[2000]
2391,00:29:04:500,[570],[1000],[600],[2000]
2392,00:29:05:000,[570],[1000],[600],[2000]
2393,00:29:05:500,[570],[1000],[600],[2000]
2394,00:29:06:000,[570],[1000],[600],[2000]
2395,00:29:06:500,[560],[1000],[600],[5000]
2396,00:29:07:000,[560],[1000],[589],[1000]
2397,00:29:07:500,[570],[1000],[600],[2000]
2398,00:29:08:000,[570],[1000],[600],[5000]
2399,00:29:08:500,[560],[1000],[600],[4000]
2400,00:29:09:000,[560],[1000],[600],[3000]
2401,00:29:09:500,[560],[1000],[600],[3000]
2402,00:29:10:000,[560],[1000],[600],[3000]
2403,00:29:11:000,[560],[1000],[600],[3000]
2404,00:29:12:000,[560],[2000],[600],[3000]
2405,00:29:12:500,[550],[4000],[600],[3000]
2406,00:29:13:000,[550],[2000],[600],[4000]
2407,00:29:13:500,[550],[2000],[600],[4000]
2408,00:29:14:500,[550],[4000],[600],[4000]
2409,00:29:15:500,[559],[1000],[600],[4000]
2410,00:29:17:000,[550],[2000],[600],[4000]
2411,00:29:17:500,[550],[4000],[600],[4000]
2412,00:29:22:500,[559],[1000],[590],[3000]
2413,00:29:23:000,[559],[1000],[590],[2000]
2414,00:29:23:500,[559],[1000],[590],[2000]
2415,00:29:24:000,[559],[1000],[590],[2000]
2416,00:29:24:500,[550],[2000],[600],[2000]
2417,00:29:25:000,[550],[2000],[600],[2000]
2418,00:29:25:500,[550],[2000],[600],[3000]
2419,00:29:27:500,[559],[1000],[600],[3000]
2420,00:29:28:000,[559],[1000],[600],[3000]
2421,00:29:29:000,[550],[3000],[600],[3000]
2422,00:29:29:500,[550],[3000],[609],[3000]
2423,00:29:30:000,[560],[3000],[609],[1000]
2424,00:29:30:500,[560],[3000],[600],[1000]
2425,00:29:31:000,[560],[3000],[600],[1000]
2426,00:29:31:500,[560],[3000],[600],[1000]
2427,00:29:32:000,[560],[3000],[600],[1000]
2428,00:29:35:000,[560],[3000],[600],[1000]
2429,00:29:35:500,[570],[1000],[600],[3000]
2430,00:29:36:000,[570],[1000],[589],[3000]
2431,00:29:36:500,[570],[1000],[609],[3000]
2432,00:29:37:000,[570],[1000],[600],[3000]
2433,00:29:37:500,[560],[1000],[609],[3000]
2434,00:29:38:000,[560],[1000],[609],[6000]
2435,00:29:38:500,[560],[1000],[609],[7000]
2436,00:29:39:000,[560],[1000],[609],[7000]
2437,00:29:40:000,[560],[1000],[609],[7000]
2438,00:29:40:500,[559],[1000],[590],[6000]
2439,00:29:41:000,[559],[1000],[590],[5000]
2440,00:29:41:500,[559],[1000],[590],[3000]
2441,00:29:43:000,[570],[1000],[600],[4000]
2442,00:29:43:500,[559],[1000],[590],[1000]
2443,00:29:44:000,[559],[1000],[590],[1000]
2444,00:29:45:500,[559],[3000],[600],[1000]
2445,00:29:46:000,[570],[1000],[609],[4000]
2446,00:29:46:500,[559],[1000],[590],[1000]
2447,00:29:47:000,[559],[1000],[600],[1000]
2448,00:29:47:500,[559],[1000],[600],[1000]
2449,00:29:48:000,[559],[1000],[609],[5000]
2450,00:29:48:500,[559],[1000],[600],[1000]
2451,00:29:49:000,[559],[3000],[600],[3000]
2452,00:29:50:500,[559],[4000],[600],[3000]
2453,00:29:51:000,[559],[4000],[609],[5000]
2454,00:29:51:500,[559],[4000],[600],[1000]
2455,00:29:52:000,[559],[4000],[600],[1000]
2456,00:29:52:500,[560],[1000],[600],[4000]
2457,00:29:53:000,[560],[1000],[589],[1000]
2458,00:29:53:500,[560],[1000],[589],[1000]
2459,00:29:54:000,[550],[1000],[600],[3000]
2460,00:29:54:500,[550],[4000],[590],[2000]
2461,00:29:55:000,[559],[1000],[600],[2000]
2462,00:29:55:500,[559],[1000],[590],[2000]
2463,00:29:56:000,[559],[2000],[600],[2000]
2464,00:29:56:500,[559],[3000],[600],[2000]
2465,00:29:57:000,[559],[3000],[600],[2000]
2466,00:29:57:500,[550],[2000],[609],[3000]
2467,00:29:58:000,[550],[4000],[590],[2000]
2468,00:29:58:500,[550],[3000],[590],[6000]
2469,00:29:59:000,[550],[3000],[600],[5000]
2470,00:29:59:500,[550],[2000],[589],[2000]
2471,00:30:00:000,[540],[4000],[600],[4000]
2472,00:30:00:500,[550],[4000],[590],[2000]
2473,00:30:01:000,[540],[4000],[590],[2000]
2474,00:30:01:500,[559],[3000],[600],[4000]
2475,00:30:02:000,[550],[1000],[590],[1000]
2476,00:30:02:500,[550],[2000],[589],[2000]
2477,00:30:03:000,[550],[2000],[600],[4000]
2478,00:30:03:500,[559],[2000],[600],[3000]
2479,00:30:04:000,[540],[4000],[590],[1000]
2480,00:30:04:500,[559],[2000],[600],[2000]
2481,00:30:05:000,[550],[2000],[600],[4000]
2482,00:30:05:500,[550],[2000],[600],[4000]
2483,00:30:06:500,[550],[2000],[600],[3000]
2484,00:30:07:000,[560],[2000],[589],[3000]
2485,00:30:07:500,[560],[3000],[589],[3000]
2486,00:30:09:000,[570],[1000],[600],[4000]
2487,00:30:09:500,[550],[3000],[600],[1000]
2488,00:30:10:000,[550],[3000],[590],[2000]
2489,00:30:10:500,[550],[3000],[600],[5000]
2490,00:30:11:000,[550],[3000],[600],[5000]
2491,00:30:11:500,[550],[3000],[600],[5000]
2492,00:30:13:500,[570],[1000],[609],[3000]
2493,00:30:14:000,[570],[1000],[609],[3000]
2494,00:30:14:500,[570],[1000],[609],[3000]
2495,00:30:15:000,[570],[1000],[609],[3000]
2496,00:30:16:000,[559],[1000],[600],[5000]
2497,00:30:16:500,[559],[1000],[600],[5000]
2498,00:30:17:000,[559],[3000],[590],[2000]
2499,00:30:17:500,[559],[1000],[590],[2000]
2500,00:30:18:000,[559],[1000],[600],[6000]
2501,00:30:18:500,[550],[3000],[600],[5000]
